   47400. 0.6992  3.1  6.8 0.40 0.05619 -0.11470  0.19872  3.04772    -171.0757   0.1882E-04   0.0000E+00   0.3484E-02   0.2694E-01  -0.5494E-03   0.1441E-02   0.0000E+00   0.0000E+00     0.2443E+11     0.4995E+03     0.1861E-01     0.5586E-02
   48000. 0.6992  3.1  6.8 0.40 0.05546 -0.11840  0.20343  3.05851    -171.0673   0.1903E-04   0.0000E+00   0.3636E-02   0.2775E-01  -0.5697E-03   0.1466E-02   0.0000E+00   0.0000E+00     0.2443E+11     0.4995E+03     0.1890E-01     0.5636E-02
   48600. 0.6992  3.1  6.8 0.40 0.05445 -0.12230  0.20823  3.05419    -171.0591   0.1923E-04   0.0000E+00   0.3800E-02   0.2856E-01  -0.5928E-03   0.1496E-02   0.0000E+00   0.0000E+00     0.2443E+11     0.4995E+03     0.1919E-01     0.5675E-02
   49200. 0.6992  3.1  6.8 0.40 0.05307 -0.12667  0.21377  3.03472    -171.0510   0.1944E-04   0.0000E+00   0.3978E-02   0.2937E-01  -0.6192E-03   0.1531E-02   0.0000E+00   0.0000E+00     0.2443E+11     0.4995E+03     0.1948E-01     0.5705E-02
   49800. 0.6992  3.1  6.8 0.40 0.05137 -0.13160  0.22020  3.00202    -171.0431   0.1964E-04   0.0000E+00   0.4168E-02   0.3018E-01  -0.6492E-03   0.1574E-02   0.0000E+00   0.0000E+00     0.2443E+11     0.4995E+03     0.1977E-01     0.5730E-02
   50400. 0.6992  3.1  6.8 0.40 0.04942 -0.13706  0.22753  2.95841    -171.0353   0.1985E-04   0.0000E+00   0.4370E-02   0.3099E-01  -0.6832E-03   0.1624E-02   0.0000E+00   0.0000E+00     0.2443E+11     0.4995E+03     0.2007E-01     0.5752E-02
   51000. 0.6992  3.1  6.8 0.40 0.04726 -0.14321  0.23604  2.90552    -171.0277   0.2005E-04   0.0000E+00   0.4583E-02   0.3180E-01  -0.7214E-03   0.1684E-02   0.0000E+00   0.0000E+00     0.2443E+11     0.4995E+03     0.2036E-01     0.5775E-02
   51600. 0.6992  3.1  6.8 0.40 0.04506 -0.14951  0.24460  2.84368    -171.0203   0.2025E-04   0.0000E+00   0.4806E-02   0.3260E-01  -0.7634E-03   0.1751E-02   0.0000E+00   0.0000E+00     0.2443E+11     0.4995E+03     0.2065E-01     0.5796E-02
   52200. 0.6992  3.1  6.8 0.40 0.04277 -0.15641  0.25410  2.77520    -171.0130   0.2045E-04   0.0000E+00   0.5039E-02   0.3341E-01  -0.8094E-03   0.1826E-02   0.0000E+00   0.0000E+00     0.2443E+11     0.4995E+03     0.2094E-01     0.5818E-02
   52800. 0.6992  3.1  6.8 0.40 0.05260 -0.14238  0.21702  3.09390    -171.0059   0.2056E-04   0.0000E+00   0.5284E-02   0.3420E-01  -0.8259E-03   0.1830E-02   0.0000E+00   0.0000E+00     0.2443E+11     0.4995E+03     0.2124E-01     0.6143E-02
