22. -.94 16.87 0. 0. 0. 0. 0. 0.
17. -.91 16.91 0. 0. 0. 0. 0. 0.
12. -.86 17.38 0. 0. 0. 0. 0. 0.
7. -1.31 29.81 0. 0. 0. 0. 0. 0.
2. -1.28 30.4 0. 0. 0. 0. 0. 0.
0. -1.28 30.4 0. 0. 0. 0. 0. 0.
