lons,lats
-138.75,69.25
-138.75,69.42928607186956
-138.75,69.6085684156129
-138.75,69.78784705811104
-138.75,69.96712202638722
-138.75,70.14639334760575
-138.75,70.32566104907104
-138.75,70.50492515822646
-138.75,70.6841857026533
-138.75,70.86344271006968
-138.75,71.04269620832949
-138.75,71.22194622542125
-138.75,71.4011927894671
-138.75,71.58043592872161
-138.75,71.75967567157076
-138.75,71.93891204653076
-138.75,72.11814508224701
-138.75,72.29737480749293
-138.75,72.47660125116886
-139.34828020925082,72.47570380795995
-139.94653076137018,72.47480641359547
-140.5447516610613,72.47390906806791
-141.14294291302616,72.47301177136978
-141.74110452196553,72.47211452349357
-142.33923649257895,72.47121732443178
-142.93733882956477,72.4703201741769
-143.53541153762004,72.46942307272145
-144.13345462144065,72.46852602005792
-144.73146808572125,72.46762901617882
-145.32945193515525,72.46673206107667
-145.92740617443488,72.46583515474396
-146.52533080825108,72.46493829717322
-147.12322584129362,72.46404148835695
-147.72109127825104,72.46314472828769
-148.31892712381062,72.46224801695794
-148.9167333826585,72.46135135436023
-149.5145100594795,72.46045474048707
-150.1122571589573,72.45955817533098
-150.70997468577434,72.4586616588845
-151.3076626446118,72.45776519114014
-151.90532104014972,72.45686877209046
-152.5029498770668,72.45597240172796
-152.5029498770668,72.27674558181819
-152.5029498770668,72.09751547700557
-152.5029498770668,71.9182820584043
-152.5029498770668,71.73904529725564
-152.5029498770668,71.55980516492902
-152.5029498770668,71.38056163292313
-152.5029498770668,71.2013146728671
-152.5029498770668,71.02206425652152
-152.5029498770668,70.84281035577959
-152.5029498770668,70.66355294266822
-152.5029498770668,70.48429198934909
-152.5029498770668,70.30502746811976
-151.98607989741473,70.26395951156587
-151.47023958128986,70.2228930338558
-150.95542452924238,70.18182802798533
-150.44163036949536,70.14076448699285
-149.92885275771187,70.09970240395893
-149.41708737676439,70.05864177200601
-148.9063299365068,70.01758258429805
-148.39657617354865,69.97652483404019
-147.88782185103182,69.93546851447837
-147.38006275840954,69.89441361889905
-146.87329471122766,69.85336014062885
-146.36751355090828,69.81230807303422
-145.86271514453557,69.77125740952111
-145.35889538464372,69.7302081435347
-144.85605018900728,69.68916026855896
-144.35417550043354,69.64811377811648
-143.85326728655699,69.60706866576805
-143.353321539636,69.56602492511242
-142.8543342763516,69.52498254978592
-142.35630153760823,69.48394153346224
-141.85921938833647,69.44290186985208
-141.363083917298,69.40186355270286
-140.86789123689238,69.36082657579846
-140.37363748296568,69.31979093295882
-139.88031881462138,69.27875661803984
-139.38793141403286,69.2377236249329
-138.896471486258,69.1966919475647
