lons,lats
-139.0,69.6
-138.74116240441907,69.75507038549611
-138.48041196930345,69.91013642418137
-138.21771829538397,70.06519810996838
-137.9530502707405,70.22025543629103
-137.68637604832088,70.37530839608644
-137.41766302256727,70.53035698177617
-137.14687780510647,70.68540118524666
-136.8739861994593,70.84044099782903
-137.3487741193719,70.92946072331858
-137.82570448344984,71.01847651554559
-138.30479779998277,71.10748835029793
-138.78607486620996,71.19649620298038
-139.26955677377103,71.28550004860713
-139.7552649142858,71.3744998617942
-140.2432209850667,71.4634956167517
-140.73344699496766,71.55248728727587
-141.22596527037305,71.64147484674093
-141.72079846133119,71.73045826809077
-142.21796954783625,71.81943752383037
-142.71750184626316,71.9084125860171
-143.21941901595977,71.99738342625176
-143.723745066001,72.08635001566934
-144.23050436210974,72.17531232492972
-144.7397216337497,72.26427032420794
-145.25142198139474,72.35322398318439
-145.76563088398078,72.44217327103468
-146.2823742065451,72.5311181564192
-146.80167820805914,72.62005860747259
-147.32356954946067,72.70899459179275
-147.84807530189101,72.79792607642969
-148.37522295514432,72.88685302787408
-148.67691340103087,72.73141955796098
-148.97599647262487,72.5759858090094
-149.27251904923878,72.42055172544507
-149.56652677768545,72.26511725272742
-149.85806411516188,72.10968233731667
-150.14717437028358,71.95424692664226
-150.43389974236484,71.79881096907272
-150.718281359034,71.64337441388683
-151.00035931226753,71.48793721124605
-150.5140675124039,71.3976906280807
-150.03003864873625,71.30744641221963
-149.5482504895246,71.21720453007028
-149.06868112333456,71.12696494848234
-148.59130895289584,71.03672763473958
-148.11611268910747,70.94649255655169
-147.6430713451853,70.85625968204646
-147.17216423094808,70.76602897976201
-146.70337094723803,70.67580041863931
-146.23667138047193,70.58557396801484
-145.77204569731958,70.4953495976134
-145.30947433950553,70.40512727754111
-144.84893801873085,70.3149069782786
-144.39041771171196,70.2246886706743
-143.9338946553327,70.13447232593789
-143.47935034190698,70.04425791563399
-143.026766514549,69.95404541167585
-142.57612516264763,69.86383478631929
-142.12740851744292,69.77362601215675
-141.68059904770126,69.68341906211148
-141.23567945548706,69.59321390943182
-140.79263267202802,69.50301052768566
-140.35144185367176,69.41280889075495
-139.91209037793138,69.32260897283045
