lons,lats
-139.0,69.35
-138.86746854184585,69.52312485937703
-138.73385624308375,69.69624578852506
-138.5991440935566,69.86936280406097
-138.46331258960558,70.04247592252506
-138.32634171681096,70.21558516037314
-138.18821093197187,70.3886905339684
-138.0488991442848,70.56179205957285
-137.90838469567757,70.73488975333848
-137.7666453402527,70.90798363129801
-137.6236582227916,71.08107370935534
-137.47939985626752,71.25416000327547
-137.33384609831188,71.42724252867413
-137.87835707090687,71.4728543370588
-138.42416386504775,71.51846385964137
-138.97127295100955,71.56407108716297
-139.5196908463914,71.60967601029384
-140.0694241165775,71.6552786196326
-140.62047937520373,71.70087890570555
-141.17286328463007,71.74647685896596
-141.72658255641855,71.79207246979335
-142.28164395181727,71.83766572849274
-142.83805428225028,71.88325662529391
-143.3958204098134,71.92884515035068
-143.9549492477764,71.97443129374014
-144.51544776109102,72.02001504546183
-145.07732296690565,72.06559639543707
-145.6405819350862,72.11117533350804
-146.2052317887435,72.15675184943713
-146.77127970476727,72.20232593290598
-147.33873291436677,72.24789757351476
-147.90759870361833,72.29346676078134
-148.47788441401963,72.3390334841404
-149.04959744305097,72.38459773294264
-149.62274524474384,72.43015949645385
-150.19733533025638,72.47571876385415
-150.77337526845642,72.52127552423697
-151.35087268651174,72.56682976660828
-151.5041366122412,72.39365278120917
-151.6559561095136,72.22047336029931
-151.80635951533569,72.04729146631946
-151.95537435539077,71.87410706214882
-152.1030273747512,71.70092011109347
-152.24934456715178,71.52773057687551
-152.39435120290366,71.35453842362276
-152.53807185552438,71.18134361585884
-152.68053042715368,71.00814611849385
-152.82175017282145,70.83494589681551
-152.9617537236291,70.66174291648065
-152.44046765448215,70.61460392438781
-151.92039650950284,70.56746663357657
-151.40153423902171,70.52033103444384
-150.88387483770563,70.47319711745419
-150.3674123441232,70.42606487313917
-149.85214084031574,70.37893429209666
-149.33805445137332,70.33180536499029
-148.82514734501618,70.28467808254872
-148.31341373118096,70.2375524355651
-147.80284786161218,70.1904284148964
-147.2934440294586,70.1433060114628
-146.78519656887445,70.09618521624711
-146.27809985462537,70.0490660202942
-145.7721483016992,70.00194841471038
-145.2673363649214,69.95483239066282
-144.7636585385751,69.90771793937895
-144.2611093560256,69.860605052146
-143.75968338934936,69.8134937203103
-143.2593752489675,69.76638393527686
-142.76017958328347,69.71927568850873
-142.26209107832514,69.67216897152647
-141.76510445739098,69.62506377590768
-141.26921448070053,69.57796009328638
-140.77441594504893,69.53085791535261
-140.2807036834654,69.4837572338518
-139.78807256487582,69.43665804058433
