time,month,year,pre_2003,2003_2023,compact,open,q1,q2,q3,q4,extent,length_145,length_max,centermass_direction,max_length_direction,width595,width,ai,si,ui,vi,a10,s10,u10,v10,t2m,msl,year_start,year_end,missing_sic,sequence,event_day,day_before_event,day_after_event,overlap_flag,single_day,season_start_flag,season_end_flag,first_day,final_day,peak_day,event_length,after_event_length,before_event_length
1987-12-17,12,1988,True,False,False,False,False,False,False,False,,,,,,,,-179.43934369069424,8.505931862348964,-8.505524635314941,-0.08323175460100174,-172.27610971169435,4.985277940668415,-4.940047740936279,-0.6700182557106018,,100580.140625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-18,12,1988,True,False,False,False,False,False,False,False,,,,,,,,-172.83651000837344,9.079191573909016,-9.008322715759277,-1.132184386253357,-160.1095816703212,4.325987301042388,-4.067920684814453,-1.4717973470687866,,100675.265625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-19,12,1988,True,False,False,False,False,False,False,False,,,,,,,,-168.43664207659717,5.031016310286015,-4.928905010223389,-1.008474349975586,-164.04747182206918,7.101330115661756,-6.827856063842773,-1.9517353773117065,,100870.859375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-20,12,1988,True,False,False,False,False,False,False,False,,,,,,,,-178.55782261907825,14.742345547186746,-14.737675666809082,-0.3710366189479828,-164.50238675244225,10.832186076073036,-10.438344955444336,-2.894340991973877,,100035.265625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-21,12,1988,True,False,False,False,False,False,False,False,,,,,,,,174.1539384072051,15.223701785703662,-15.144525527954102,1.550626516342163,-168.04599795280967,8.764799703063295,-8.574728012084961,-1.8154209852218628,,99806.0390625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-22,12,1988,True,False,False,False,False,False,False,False,,,,,,,,-151.1232275441368,2.3365179519301353,-2.0459961891174316,-1.128368616104126,-146.82699870073463,1.7712669602692008,-1.482589840888977,-0.9691821336746216,,101075.0859375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-23,12,1988,True,False,False,False,False,False,False,False,,,,,,,,147.3875886796255,4.388443508888643,-3.696542501449585,2.365165948867798,-170.64263758942263,4.122985660649623,-4.068122863769531,-0.6703634262084961,,101481.609375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-24,12,1988,True,False,False,False,False,False,False,False,,,,,,,,158.92905138449407,18.052000600908965,-16.844970703125,6.490122318267822,-177.76406438363503,8.646535758097315,-8.639952659606934,-0.3373405635356903,,100153.3203125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-25,12,1988,True,False,False,False,False,False,False,False,,,,,,,,168.67989882618792,9.139078558918682,-8.961285591125488,1.7939112186431885,-177.16841925537602,2.616383189922201,-2.6131887435913086,-0.12925009429454803,,99092.9140625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-26,12,1988,True,False,False,False,False,False,False,False,,,,,,,,-18.252930863103977,6.1785055885839775,5.867622375488281,-1.9351844787597656,4.381123767379349,7.07992425358587,7.059236526489258,0.5408392548561096,,100121.34375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-27,12,1988,True,False,False,False,False,False,False,False,,,,,,,,-30.491690130415943,5.2402597752106015,4.5155463218688965,-2.65897798538208,8.435931148534454,8.417307554036057,8.326236724853516,1.2348475456237793,,101996.90625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-28,12,1988,True,False,False,False,False,False,False,False,,,,,,,,71.12148126482462,1.2806739704264427,0.4143783152103424,1.2117823362350464,50.10187914373813,1.0942397779442383,0.7018721699714661,0.8394856452941895,,103276.28125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-29,12,1988,True,False,False,False,False,False,False,False,,,,,,,,108.00139117027157,5.700583237813787,-1.7617087364196777,5.421534061431885,132.89588239045213,3.198265724896179,-2.176957845687866,2.3430233001708984,,102297.765625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-30,12,1988,True,False,False,False,False,False,False,False,,,,,,,,139.5116494488171,3.6874106938526827,-2.8044159412384033,2.394211530685425,144.44542823442637,2.1987832420491196,-1.7888466119766235,1.278544306755066,,101808.75,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1987-12-31,12,1988,True,False,False,False,False,False,False,False,,,,,,,,-1.4001369244759803,4.717196294310506,4.715787887573242,-0.11526264995336533,10.796552340797064,6.306559769395684,6.194924354553223,1.1813586950302124,,101937.6953125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-01,1,1988,True,False,False,False,False,False,False,False,,,,,,,,160.68960633595185,6.598796632947495,-6.227554798126221,2.182126998901367,-156.92662832658675,5.076730877852222,-4.670611381530762,-1.989619493484497,,102382.4296875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-02,1,1988,True,False,False,False,False,False,False,False,,,,,,,,120.66728277732201,13.090353283533702,-6.676758766174316,11.259584426879883,163.88614371186347,10.767287617141328,-10.344263076782227,2.9884283542633057,,102393.0078125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-03,1,1988,True,False,False,False,False,False,False,False,,,,,,,,81.11655927956987,4.5940843569547285,0.7094407677650452,4.538976192474365,99.00121933549937,2.7847492974089123,-0.4356893002986908,2.750455141067505,,102058.375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-04,1,1988,True,False,False,False,False,False,False,False,,,,,,,,6.927675457612707,0.67916596570203,0.6742075085639954,0.08191852271556854,12.02141292159714,2.018796450435193,1.974523901939392,0.42046934366226196,,102111.1328125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-05,1,1988,True,False,False,False,False,False,False,False,,,,,,,,125.73328750859937,4.135079177931757,-2.4149396419525146,3.3566272258758545,176.04848316388922,6.761815138890422,-6.7457404136657715,0.465972363948822,,102356.578125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-06,1,1988,True,False,False,False,False,False,False,False,,,,,,,,108.63682696879836,7.13860545039053,-2.2812728881835938,6.764279842376709,155.7279066414699,6.804625054018679,-6.203120708465576,2.797179937362671,,101709.9296875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-07,1,1988,True,False,False,False,False,False,False,False,,,,,,,,-152.30830671732502,2.507778730424767,-2.2205402851104736,-1.1653990745544434,10.723478801131856,1.4004743319192317,1.3760173320770264,0.260585218667984,,101145.421875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-08,1,1988,True,False,False,False,False,False,False,False,,,,,,,,176.06681279697366,9.129792980781284,-9.10828971862793,0.6262413859367371,-165.11881423752058,4.906044457922494,-4.741497993469238,-1.2599480152130127,,101687.0859375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-09,1,1988,True,False,False,False,False,False,False,False,,,,,,,,155.21398209344753,12.540305143002895,-11.385089874267578,5.257278919219971,170.15042382398826,10.799224917828443,-10.640047073364258,1.8473378419876099,,101764.59375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-10,1,1988,True,False,False,False,False,False,False,False,,,,,,,,161.94475754575163,1.7554175383819108,-1.6689774990081787,0.5440632700920105,170.3987024791364,7.811330051679368,-7.701910972595215,1.302860140800476,,101200.390625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-11,1,1988,True,False,False,False,False,False,False,False,,,,,,,,-154.40912497866282,9.042185360263167,-8.155158996582031,-3.90570068359375,-177.4039852991169,7.795254903730577,-7.787254810333252,-0.35307440161705017,,101834.3203125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-12,1,1988,True,False,False,False,False,False,False,False,,,,,,,,169.59496661666412,9.760699885872343,-9.600191116333008,1.7628365755081177,-175.0821140284195,8.554163140092427,-8.522671699523926,-0.7333308458328247,,102145.1953125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-13,1,1988,True,False,False,False,False,False,False,False,,,,,,,,174.08755702173661,9.214041031418573,-9.165026664733887,0.9491250514984131,178.41821450063804,10.809404475719315,-10.805285453796387,0.2983812689781189,,101729.1015625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-14,1,1988,True,False,False,False,False,False,False,False,,,,,,,,174.1207814477274,14.00813051811663,-13.9344482421875,1.4348772764205933,177.10246789115743,11.878775880799925,-11.8635892868042,0.6004711985588074,,100883.2421875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-15,1,1988,True,False,False,False,False,False,False,False,,,,,,,,-169.2937337705973,6.311533515872858,-6.20166540145874,-1.172519326210022,-172.93720975137634,9.893645028256577,-9.818572044372559,-1.2164928913116455,,100526.859375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-16,1,1988,True,False,False,False,False,False,False,False,,,,,,,,-90.28953314781906,0.8106301811523837,-0.0040963455103337765,-0.8106198310852051,-173.91873837765246,8.646300615511862,-8.597644805908203,-0.9159793257713318,,100762.1640625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-17,1,1988,True,False,False,False,False,False,False,False,,,,,,,,-6.749147378669401,2.386658384398947,2.370119333267212,-0.2804863452911377,-170.085151638773,7.848400983556539,-7.731183052062988,-1.3513721227645874,,101157.828125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-18,1,1988,True,False,False,False,False,False,False,False,,,,,,,,157.92071832676308,13.956414748613467,-12.932915687561035,5.246065616607666,-179.46325582658858,9.883374918160758,-9.882941246032715,-0.09258563816547394,,101552.1953125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-19,1,1988,True,False,False,False,False,False,False,False,,,,,,,,156.28910508162969,29.186796246333916,-26.723026275634766,11.736649513244629,175.7511606805645,13.024321266664014,-12.988526344299316,0.9649496674537659,,101023.6640625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-20,1,1988,True,False,False,False,False,False,False,False,,,,,,,,165.9970030179533,21.48529397896641,-20.846817016601562,5.198853492736816,170.93483456183017,11.540359924437665,-11.396218299865723,1.8182727098464966,,100630.15625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-21,1,1988,True,False,False,False,False,False,False,False,,,,,,,,149.51572769979043,7.914225716068506,-6.820230007171631,4.014901161193848,167.88034262919385,5.918688534164026,-5.786768436431885,1.242652416229248,,100678.9921875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-22,1,1988,True,False,False,False,False,False,False,False,,,,,,,,-129.00595124784155,3.420119097854983,-2.1526267528533936,-2.657708168029785,-155.19569997503697,3.855352720175879,-3.499680995941162,-1.6173983812332153,,99491.6328125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-23,1,1988,True,False,False,False,False,False,False,False,,,,,,,,-87.76173082571563,2.38738195746111,0.09323975443840027,-2.3855605125427246,-23.202303421947736,4.4447356627926995,4.085243225097656,-1.7511318922042847,,101067.296875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-24,1,1988,True,False,False,False,False,False,False,False,,,,,,,,66.50821419341605,1.526002966418792,0.6082916259765625,1.3995236158370972,-18.989460468473062,4.320842711099947,4.085695743560791,-1.4059772491455078,,102733.65625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-25,1,1988,True,False,False,False,False,False,False,False,,,,,,,,-52.82727657540051,8.438709822256953,5.0988359451293945,-6.7241129875183105,-48.07680069994083,2.6895681425521545,1.7969915866851807,-2.0011491775512695,,103152.140625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-26,1,1988,True,False,False,False,False,False,False,False,,,,,,,,-64.58597087698192,1.5281861911983625,0.6558307409286499,-1.380303978919983,-11.641097316190686,5.665940562249961,5.549396514892578,-1.143276333808899,,103578.8125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-27,1,1988,True,False,False,False,False,False,False,False,,,,,,,,3.8486084240446212,2.2450232199204145,2.2399604320526123,0.1506868302822113,-7.265582327288082,0.8231673716579476,0.8165578246116638,-0.10410495102405548,,103620.921875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-28,1,1988,True,False,False,False,False,False,False,False,,,,,,,,121.89894502114082,2.5050629563518747,-1.3237321376800537,2.1267518997192383,148.70879850657997,3.6268906183983334,-3.099318027496338,1.883763074874878,,102479.21875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-29,1,1988,True,False,False,False,False,False,False,False,,,,,,,,162.1663104204248,17.966777088138596,-17.103464126586914,5.502417087554932,176.43768994833812,5.865966020867376,-5.8546319007873535,0.36447587609291077,,101967.8125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-30,1,1988,True,False,False,False,False,False,False,False,,,,,,,,160.48022297631024,17.50112776461597,-16.495271682739258,5.847690582275391,170.1739954819471,8.587418558955857,-8.461445808410645,1.4655007123947144,,102189.4609375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-01-31,1,1988,True,False,False,False,False,False,False,False,,,,,,,,140.9241549356152,15.58315051223983,-12.097390174865723,9.822816848754883,174.0643632432237,8.472805901304799,-8.427380561828613,0.876183032989502,,102269.2734375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-01,2,1988,True,False,False,False,False,False,False,False,,,,,,,,159.80502829339923,2.933002772571224,-2.7526915073394775,1.0125190019607544,151.87499299526255,3.72382725759174,-3.2841222286224365,1.7554004192352295,,102994.203125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-02,2,1988,True,False,False,False,False,False,False,False,,,,,,,,-88.76427725409211,1.9594695296339266,0.04225744679570198,-1.959013819694519,-87.9354129234209,2.9736252711094604,0.10712795704603195,-2.9716949462890625,,104303.640625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-03,2,1988,True,False,False,False,False,False,False,False,,,,,,,,50.773486231772075,1.829585417744021,1.1570075750350952,1.4172918796539307,-85.05687135085617,3.17858153378804,0.2738884687423706,-3.166759490966797,,105522.4609375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-04,2,1988,True,False,False,False,False,False,False,False,,,,,,,,-91.85311466777031,2.2482561363672318,-0.0727025642991066,-2.2470803260803223,-121.6048353649774,2.344952134464356,-1.2288904190063477,-1.9971551895141602,,105334.4453125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-05,2,1988,True,False,False,False,False,False,False,False,,,,,,,,-174.26106094982538,3.2433779173382047,-3.227121591567993,-0.32432475686073303,-171.1288596427701,6.046067556021895,-5.973742485046387,-0.9323806166648865,,104163.9453125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-06,2,1988,True,False,False,False,False,False,False,False,,,,,,,,169.49473318657826,12.983267635634611,-12.765644073486328,2.3671860694885254,-176.981704390268,10.061082832192884,-10.047125816345215,-0.5297646522521973,,103149.0,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-07,2,1988,True,False,False,False,False,False,False,False,,,,,,,,148.7045277708411,17.370577952837166,-14.843156814575195,9.023174285888672,174.0734851497413,11.38314699318494,-11.322305679321289,1.175342321395874,,103268.6171875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-08,2,1988,True,False,False,False,False,False,False,False,,,,,,,,-174.75352527363899,3.107819555920356,-3.094799518585205,-0.2841801047325134,141.36274112208554,8.785847593591813,-6.862753868103027,5.485774993896484,,102595.984375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-09,2,1988,True,False,False,False,False,False,False,False,,,,,,,,-109.62073688862834,2.3539122123070193,-0.7904260754585266,-2.2172346115112305,27.779236879529645,3.187733595263702,2.8203470706939697,1.485694408416748,,101186.78125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-10,2,1988,True,False,False,False,False,False,False,False,,,,,,,,-113.94916508827824,4.759607782105778,-1.9320483207702637,-4.349833965301514,-85.84951045808079,2.884845818049377,0.20879466831684113,-2.8772799968719482,,100910.125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-11,2,1988,True,False,False,False,False,False,False,False,,,,,,,,-7.453031206827698,4.484764981805192,4.44687557220459,-0.5817341208457947,-44.02028235474366,4.0069129534100805,2.8813464641571045,-2.7844557762145996,,101758.390625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-12,2,1988,True,False,False,False,False,False,False,False,,,,,,,,-34.48096013736682,2.3624655381558144,1.9474142789840698,-1.337468147277832,-11.36142524176672,4.367170370060326,4.281591415405273,-0.8603208661079407,,102090.875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-13,2,1988,True,False,False,False,False,False,False,False,,,,,,,,150.93896939047264,4.7337002196693,-4.137740612030029,2.2993521690368652,-174.98283171012508,5.322451947321116,-5.302059173583984,-0.4654709994792938,,101358.1484375,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-14,2,1988,True,False,False,False,False,False,False,False,,,,,,,,176.632573521519,3.764813808293651,-3.7583134174346924,0.22114083170890808,176.62981891649076,4.515361202041947,-4.507552146911621,0.2654438316822052,,100547.15625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-15,2,1988,True,False,False,False,False,False,False,False,,,,,,,,113.28405431911308,1.2425898490668597,-0.49118319153785706,1.1413888931274414,166.63602839627046,3.46501859652847,-3.3711907863616943,0.800891101360321,,100586.4921875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-16,2,1988,True,False,False,False,False,False,False,False,,,,,,,,-172.1331972563789,0.40195719174086353,-0.39817434549331665,-0.055016130208969116,162.4749803741883,3.216529141960791,-3.0672357082366943,0.9685684442520142,,101094.7421875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-17,2,1988,True,False,False,False,False,False,False,False,,,,,,,,86.00315970165269,5.635600250822694,0.39280956983566284,5.621893882751465,-152.1913176623661,1.053231267578789,-0.9315938949584961,-0.49135416746139526,,101311.78125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-18,2,1988,True,False,False,False,False,False,False,False,,,,,,,,153.96487253556023,3.8415530706661802,-3.4517319202423096,1.6861425638198853,-174.11680194846454,5.748728616525164,-5.718449592590332,-0.5892494916915894,,100821.9765625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-19,2,1988,True,False,False,False,False,False,False,False,,,,,,,,163.37675876485034,6.2646405812317605,-6.002820014953613,1.7921700477600098,179.88362699084215,5.657025561687346,-5.657013893127441,0.011489932425320148,,99902.9921875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-20,2,1988,True,False,False,False,False,False,False,False,,,,,,,,-133.19925607867225,2.297677028083867,-1.5728464126586914,-1.674954891204834,-37.7434865011986,1.433800602720371,1.1337909698486328,-0.8776686191558838,,99751.5078125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-21,2,1988,True,False,False,False,False,False,False,False,,,,,,,,-18.072870647550676,8.936457241568933,8.495556831359863,-2.772324323654175,-5.149759362470782,12.740717147635799,12.689289093017578,-1.1435977220535278,,101458.0078125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-22,2,1988,True,False,False,False,False,False,False,False,,,,,,,,23.867355031454277,2.050536025507823,1.8751837015151978,0.8296891450881958,63.40293738947365,2.3929604931652317,1.0713601112365723,2.13973069190979,,103145.7890625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-23,2,1988,True,False,False,False,False,False,False,False,,,,,,,,148.3821329080585,9.626093005345579,-8.197229385375977,5.0464935302734375,173.77596284673118,8.889044813097623,-8.836648941040039,0.9637184143066406,,101432.5625,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-24,2,1988,True,False,False,False,False,False,False,False,,,,,,,,158.3416525263928,6.4875171611579505,-6.029505729675293,2.3943557739257812,168.7338932365588,3.4128460832083416,-3.3470818996429443,0.6667541861534119,,99268.828125,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-25,2,1988,True,False,False,False,False,False,False,False,,,,,,,,163.60504253166198,6.695362311964869,-6.423120975494385,1.8898130655288696,146.45514278393838,1.5266091941255309,-1.272357702255249,0.8435884714126587,,99718.6171875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
1988-02-26,2,1988,True,False,False,False,False,False,False,False,,,,,,,,-156.1095150644185,4.2519906529141585,-3.8876852989196777,-1.7220126390457153,-178.69202481565685,4.147914670171023,-4.146833896636963,-0.09468233585357666,,98904.4296875,False,False,False,-999,-999,-999,-999,False,False,False,False,False,False,False,-999,-999,-999
