lons,lats
-139.0,69.35
-138.86746854184585,69.52312485937703
-138.73385624308375,69.69624578852506
-138.5991440935566,69.86936280406097
-138.46331258960558,70.04247592252506
-138.32634171681096,70.21558516037314
-138.18821093197187,70.3886905339684
-138.0488991442848,70.56179205957285
-137.90838469567757,70.73488975333848
-137.7666453402527,70.90798363129801
-138.29685025141595,70.95362082324976
-138.828280542233,70.99925582998658
-139.36094217519818,71.04488864301011
-139.89484115525366,71.09051925375846
-140.4299835301921,71.13614765360559
-140.9663753910639,71.18177383386069
-141.50402287258953,71.22739778576756
-142.04293215357643,71.27301950050398
-142.5831094573413,71.31863896918108
-143.12456105213698,71.36425618284267
-143.66729325158482,71.40987113246459
-144.211312415112,71.4554838089541
-144.75662494839418,71.50109420314914
-145.30323730380366,71.54670230581766
-145.85115598086256,71.59230810765702
-146.4003875267019,71.63791159929318
-146.95093853652605,71.68351277128006
-147.50281565408284,71.72911161409885
-148.05602557213945,71.7747081181572
-148.20290877323,71.60151968892576
-148.34847073776615,71.4283286558942
-148.4927363329634,71.25513498341869
-148.63572974397505,71.08193863624575
-148.77747449864123,70.9087395795033
-148.91799349112603,70.7355377786919
-149.0573090045017,70.56233319967659
-149.19544273233586,70.38912580867904
-149.26421820643378,70.30253410866109
-148.75204064258796,70.25540784309243
-148.24103299609138,70.20828320729544
-147.73118954445218,70.16116019216642
-147.2225046063345,70.11403878866454
-146.7149725411626,70.06691898781123
-146.20858774872994,70.01980078068958
-145.70334466881272,69.97268415844376
-145.19923778078822,69.92556911227844
-144.69626160325768,69.87845563345826
-144.19441069367352,69.83134371330723
-143.69367964797115,69.78423334320819
-143.19406310020514,69.73712451460223
-142.69555572218957,69.69001721898822
-142.19815222314264,69.64291144792219
-141.70184734933568,69.59580719301685
-141.20663588374592,69.5487044459411
-140.71251264571364,69.5016031984194
-140.2194724906032,69.45450344223141
-139.72751030946796,69.40740516921133
-139.23662102871913,69.36030837124754
